Код комиссии,"1. Агульная колькасць выбаршчыкаў на ўчастку (вызначаецца па спісу грамадзян, якія маюць права ўдзельнічаць у выбарах)","2. Колькасць выбаршчыкаў, якія атрымалі бюлетэні (вызначаецца шляхам падліку подпісаў выбаршчыкаў у спісе грамадзян, якія маюць права ўдзельнічаць у выбарах","3. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні (вызначаецца шляхам падліку бюлетэняў, якія знаходзіліся ў скрынках для галасавання)","3.1. Колькасць выбаршчыкаў, якія прынялі ўдзел у датэрміновым галасаванні","3.2. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні па месцы знаходжання","3.3. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні ў дзень выбараў у памяшканні ўчастка для галасавання",Дмитриев Андрей Владимирович,Канопацкая Анна Анатольевна,Лукашенко Александр Григорьевич,Тихановская Светлана Георгиевна,Черечень Сергей Владимирович,"5. Колькасць галасоў, пададзеных за кандыдата (кандыдатаў), які (якiя) выбыў (выбылі) у перыяд датэрміновага галасавання","6. Колькасць галасоў, пададзеных супраць усiх кандыдатаў","7. Колькасць галасоў, пададзеных супраць кандыдата, калi галасаванне праводзілася па адной кандыдатуры","8. Колькасць бюлетэняў, прызнаных несапраўднымі","9. Колькасць бюлетэняў, атрыманых участковай выбарчай камісіяй",10. Колькасць сапсаваных бюлетэняў,11. Колькасць нявыкарыстаных (пагашаных) бюлетэняў,Вложение 1,Вложение 2,Вложение 3,Вложение 4,Вложение 5,Вложение 6,Вложение 7,Комментарий,,
07-004-0015,2646,2500,2498,910,13,1872,59,85,1501,355,61,,203,,130,2800,1,300,https://elections2020by.s3.eu-north-1.amazonaws.com/3t5w84v4tamjwd32jb3ggbnuazx2,https://elections2020by.s3.eu-north-1.amazonaws.com/445_deedb9adc0d6f8ccd2af,https://elections2020by.s3.eu-north-1.amazonaws.com/svks4tshitl1zfvosrix0tuhs8i6,,,,,,,
07-004-0016,1589,1417,1417,547,8,862,34,52,950,188,31,,99,,63,1700,3,280,https://elections2020by.s3.eu-north-1.amazonaws.com/6hy27dvcrqdfks7s8mkb47cyspwl,https://drive.google.com/file/d/1ZJ-gzLXdlB2kuA86r7C4UhXg02UVjW9q/view,,,,,,нет подписи,,
07-004-0017,1918,1375,1373,660,16,697,28,16,928,307,13,,73,,8,2000,2,623,https://elections2020by.s3.eu-north-1.amazonaws.com/wz5vcife4vmu8b47csefc6zzj4z0,https://elections2020by.s3.eu-north-1.amazonaws.com/z4ugehaf98rgw8d9yd2smaqfvqbh,,,,,,Нет подписей,,
07-004-0018,1990,1777,1777,683,15,1079,39,31,841,757,20,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/448_d624e2cc19de7805e186,,,,,,,нет второй страницы.,,
07-004-0019,,,,,,,,,,,,,92,,78,2000,0,739,https://elections2020by.s3.eu-north-1.amazonaws.com/a2hgzggkkbcxa1chkiotf9qvv9ch,,,,,,,"Везде слово ""подпись""",,
07-004-0020,1906,1261,1258,656,20,582,19,31,838,185,15,,92,,78,2000,0,739,https://elections2020by.s3.eu-north-1.amazonaws.com/450_442ed1941c16be551386,https://elections2020by.s3.eu-north-1.amazonaws.com/450_d3f63af9b91b1565e5ec,,,,,,,,
07-004-0021,2096,1700,1700,721,7,972,21,35,1099,259,17,,220,,49,2200,0,500,https://elections2020by.s3.eu-north-1.amazonaws.com/451_4cff69b2a808e4967079,https://elections2020by.s3.eu-north-1.amazonaws.com/451_3ad8e3496749533c78ac,https://elections2020by.s3.eu-north-1.amazonaws.com/451_91da1f0d26ecfd57ecda,,,,,нет подписей и имен.,,
07-004-0022,188,188,188,0,0,188,0,7,102,53,5,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3v3iqiewq4jupyftsw89nwx60t5v,,,,,,,Второй страницы нет,,
07-004-0026,2221,1701,1609,451,16,1142,8,18,732,713,23,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/v8rwhbdjyyyfln74cyyjadaall24,,,,,,,,,
07-004-0027,1265,839,835,435,7,393,13,21,556,122,10,,61,,52,1350,0,511,https://elections2020by.s3.eu-north-1.amazonaws.com/xpg2pxwxyo74fnwbnrhzn0d8rlfw,https://elections2020by.s3.eu-north-1.amazonaws.com/z4xx2hecfqxptlr1zrhvaquhqs3c,,,,,,Нет подписи,,
07-004-0028,2523,2106,2104,868,9,1227,40,26,1109,736,23,,158,,12,2650,0,544,https://elections2020by.s3.eu-north-1.amazonaws.com/ocs7ev4h1wb84m36gymbk2x1hzcm,https://elections2020by.s3.eu-north-1.amazonaws.com/6y8629i35hxhrkw6p5gk0lm4r03l,,,,,,,,
07-004-0030,2122,1409,1401,730,6,665,21,95,933,205,17,,103,,87,2250,3,838,https://elections2020by.s3.eu-north-1.amazonaws.com/4jc5n027sb4958e15tr9ogrhqru7,,,,,,,,,
07-004-0031,2094,1389,1382,720,26,636,21,35,921,202,17,,102,,84,2200,0,811,https://drive.google.com/file/d/1yS1Vu1IN6CtFQ5gYD-yEe_u5UFg8C9ZO/view,https://drive.google.com/file/d/1Q8dShqkEHWl4vTA71nq09btEkldmcRFx/view,,,,,,,,
07-004-0032,2925,1935,1931,292,0,1643,29,48,1286,284,23,,141,,120,3200,0,4,https://elections2020by.s3.eu-north-1.amazonaws.com/j1nk7e9lbzrv4qmldxoy2z9ufih9,,,,,,,Нет фамилий и подписей,,
07-004-0033,2369,1526,1526,255,11,1260,21,23,656,723,12,,88,,3,2500,0,974,https://elections2020by.s3.eu-north-1.amazonaws.com/8yxz7terv5orwihi6c6w40mbm52s,,,,,,,"нет информации в протоколе об участке (ни номера, ни адреса); нет подписей.",,
07-004-0034,3100,2688,2694,556,5,2133,42,31,986,1052,22,,35,,19,3100,6,406,https://elections2020by.s3.eu-north-1.amazonaws.com/y754ozgj9dtezum1uzic45vg30ru,,,,,,,нет подписей.,,
07-004-0036,1889,1252,1247,650,16,581,19,31,830,193,15,,91,,68,2000,0,748,https://elections2020by.s3.eu-north-1.amazonaws.com/j5ax6okxy4rwtec9j7bxi9pegfgm,https://elections2020by.s3.eu-north-1.amazonaws.com/fhkcs4drkq2cihdp12exyhfybsc9,,,,,,,,
07-004-0037,2370,1569,1564,815,7,742,23,39,1042,230,19,,114,,97,2500,0,931,https://drive.google.com/file/d/1PgfLnmLSg1zzngmIoYfVwAu-xRVWjllt/view,,,,,,,Нет подписей.,,
07-004-0038,1935,1280,1277,646,14,617,19,32,851,188,15,,93,,79,2050,0,770,https://elections2020by.s3.eu-north-1.amazonaws.com/0v0ze940jq27ijixxhhhwh26x4kx,,,,,,,,,
07-004-0039,,,,,,,,,,,,,15,,5,150,,50,https://elections2020by.s3.eu-north-1.amazonaws.com/469_2d6ab491323708598b1c,,,,,,,нет первой страницы.,,
07-004-0040,2014,1339,1331,693,12,626,20,33,887,93,16,,200,,82,2150,0,811,https://elections2020by.s3.eu-north-1.amazonaws.com/470_b1edcc908d6741f553c9,https://elections2020by.s3.eu-north-1.amazonaws.com/470_0b1d8d7e98fe42fa1c7d,https://elections2020by.s3.eu-north-1.amazonaws.com/pwldkq3yzzo2ckkldkgirntxt5lw,,,,,Не видно количество в 6 пункте, отсутствуют подписи.,
07-004-0041,2210,1770,1769,760,8,1001,22,36,1121,311,818,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/i87jxtsc0hkajwcmjjvw2zehp9ni,,,,,,,Нет второго листа,,
07-004-0042,2531,1675,1670,871,15,784,25,42,1113,117,20,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-004-0042_070169e420c77f4fb11546169a85c8d75e54e6f9,https://elections2020by.s3.eu-north-1.amazonaws.com/7u6gylv9ywgg8avu2van785jaite,,,,,,Нет второго листа,,
07-004-0043,2076,1574,1570,714,7,849,21,34,1046,236,16,,133,,84,2200,,626,https://elections2020by.s3.eu-north-1.amazonaws.com/vm9102wjxg8tptp2ja3sfniwjg7v,,,,,,,,,
07-004-0044,2178,1446,1440,749,6,685,22,36,959,211,17,,106,,89,2300,1,853,https://elections2020by.s3.eu-north-1.amazonaws.com/aepbfiyyu35r51p4ukpv40ysa6y6,,,,,,,"Фамилии есть,нет подписей",,
07-004-0045,2136,1415,1410,735,3,672,21,35,844,206,17,,204,,88,2250,0,835,https://elections2020by.s3.eu-north-1.amazonaws.com/c0d9nu8o7uov7nuf86cqw5ccrp0c,,,,,,,Нет подписей и имен,,
07-004-0046,2346,1551,1548,807,7,734,23,39,1031,227,19,,113,,96,2500,10,939,https://elections2020by.s3.eu-north-1.amazonaws.com/hzpjfpo0o24ubbpu5ipzey2swto0,,,,,,,"Нет подписей и имен членов комиссии. Ранее отправляли вторую страницу, сейчас заполнили все данные этого протокола.",,
07-004-0047,2964,2627,2623,1020,12,1591,29,49,1368,941,23,,143,,70,3050,4,419,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-004-0047_a82375d737f7fd4e1b39096406dcd2e4341ad25c,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-004-0047_4b163c0d6f39e2b60db33472f0724292f98f9818,,,,,,"Вместо подписей слово ""подпись""",,
07-004-0049,2427,2324,2320,835,3,1265,24,10,980,235,19,,117,,100,2550,0,226,https://elections2020by.s3.eu-north-1.amazonaws.com/n8gtzl8517i44p9uam2dfwct7ex3,,,,,,,Нет подписей.,,
07-004-0050,2691,2083,2079,926,4,1153,32,89,1185,349,39,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ddm4ede34rny915lcsrj5eumnwwt,,,,,,,,,
07-004-0051,2660,2058,2061,915,5,1141,77,128,394,1226,59,,170,,7,2800,3,739,https://elections2020by.s3.eu-north-1.amazonaws.com/zfctxhzahq4elhut6chmd1csfh2r,https://elections2020by.s3.eu-north-1.amazonaws.com/nlw8qr3e0y095wunazoueptd87sa,,,,,,нет подписей.,,
07-004-0053,1243,827,822,428,6,388,12,21,547,120,10,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/p9doac0k4fcp4yfn6brx3cpokaqm,,,,,,,,,
07-004-0054,2491,1996,1996,820,8,1168,25,41,1147,415,20,,247,,101,2650,,654,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-004-0054_85f8f72f5a20c4dbcb57ca25cf71f719a4395e04,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-004-0054_97d81990379930359c2e637baeae8ce99c2e253f,,,,,,нет подписей.,,
07-004-0055,1549,1027,1022,533,4,485,15,19,681,184,9,,51,,63,1650,,623,https://elections2020by.s3.eu-north-1.amazonaws.com/jvsbuej8ct2xehdasfb9fnc82lbp,https://elections2020by.s3.eu-north-1.amazonaws.com/qdrbw7l957zueitn7x1hxw6xx5he,,,,,,Нет второй стороны,,
07-005-0003,187,187,187,0,0,187,2,4,145,24,2,,10,,0,200,,13,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-005-0003_2c5718dd5f5891719926606649b12c2817ef1173,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-005-0003_875f35e3c1fd15ebdc0d95390ab89de1cf17b19d,,,,,,,,
07-005-0006,3010,2289,2266,712,13,1541,36,43,1125,899,9,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/mk6z4isp1z987uokzuyci1mc2yw0,,,,,,,,,
07-005-0007,1715,1631,1631,386,16,1229,30,19,547,890,22,,112,,11,2000,,369,https://elections2020by.s3.eu-north-1.amazonaws.com/7b4f8cmlo7p1fi3xnty62fywc3og,https://drive.google.com/file/d/1oLR58TZ-reVKdYFQRnK08Lrp5FOqz2EF/view,,,,,,,,
07-005-0014,2299,1525,1525,266,16,1243,29,34,452,850,37,,123,,0,2300,1,774,https://elections2020by.s3.eu-north-1.amazonaws.com/2pb9q5yz2qfllr9lalwh30f4dw7j,https://elections2020by.s3.eu-north-1.amazonaws.com/4vx8p4m18bvj88kqkptzh9whm6ke,,,,,,,,
07-005-0015,2775,1287,1287,316,31,940,13,26,777,193,13,,205,,60,2000,2,711,https://elections2020by.s3.eu-north-1.amazonaws.com/j19fsbpuopil0xdklx995a1yxb8z,https://elections2020by.s3.eu-north-1.amazonaws.com/5iqhw3w8tfowlgkapqsvcak53ig0,,,,,,,,
07-005-0018,1620,1208,1208,196,34,978,24,19,585,488,25,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/rsclz1s0ah8toynztdps5xpiwcat,,,,,,,,,
07-005-0020,1679,1427,1427,515,19,893,29,33,856,214,14,,257,,24,1800,3,370,https://elections2020by.s3.eu-north-1.amazonaws.com/9kkt05kgbv7fdbisdk6xr5rrhk9p,https://elections2020by.s3.eu-north-1.amazonaws.com/9kkt05kgbv7fdbisdk6xr5rrhk9p,,,,,,одна страница,,
07-005-0021,1512,1182,1182,223,22,937,12,13,599,480,9,,54,,15,1600,1,417,https://elections2020by.s3.eu-north-1.amazonaws.com/4kw5rv1qdbhzpurb6x94uk20y8ps,,,,,,,,,
07-005-0026,1810,1722,1722,344,20,1358,26,17,811,704,16,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/b22oifcagysczahwdjl6vlk0w7ap,,,,,,,Нет второй стороны,,
07-005-0028,1810,1722,1722,344,20,1358,26,17,811,704,16,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/kfpyfr9yoyu8xxkx1aiqqyqrpea1,,,,,,,Нет второй стороны,,
07-005-0029,1750,1569,1569,379,11,1179,27,21,1049,373,16,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/2k18dlf1kkcbiltadw7t3z694hxi,,,,,,,,,
07-005-0033,2010,1336,1333,764,48,521,35,57,849,268,33,,19,,42,2113,2,775,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-005-0033_323fdd22f16a1d832350ee1bd338b4d1fbd957d7,,,,,,,Непонятная цифра в пункте 8. Нет имен и подписей.,,
07-005-0034,2292,2062,2062,775,7,1287,32,33,998,782,21,,163,,33,2100,1,38,https://elections2020by.s3.eu-north-1.amazonaws.com/37nq025d5wo791p90p5ohxb8o96o,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-005-0034_28cbc7380fc7827a6993775312bf2f136c2fb4a8,,,,,,нет подписей.,,
07-005-0037,2315,2088,2088,423,10,1655,50,34,565,1259,27,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/35n1co6cxfbs7ycizyh87z7z291g,,,,,,,,,
07-006-0001,1004,672,669,405,14,250,18,27,428,50,16,,96,,34,1054,2,380,https://elections2020by.s3.eu-north-1.amazonaws.com/k3zjncel7zbvtuavv9zxeewm11r7,,,,,,,,,
07-006-0002,902,602,597,339,18,240,16,25,387,45,14,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0002_dadc976dc8e7a5d90b9683756589d77ebd2be520,,,,,,,,,
07-006-0005,1547,1611,1609,581,10,1018,28,37,704,663,27,,146,,4,1626,2,13,https://elections2020by.s3.eu-north-1.amazonaws.com/wghaognx40t7hx98askvyo7hcrbw,,,,,,,,,
07-006-0006,1383,931,927,521,29,377,26,41,584,206,23,,6,,41,1454,4,519,https://elections2020by.s3.eu-north-1.amazonaws.com/q17fluntbu76qulvm82re7zmxei9,,,,,,,,,
07-006-0007,2029,1803,1800,620,16,1164,41,24,743,702,40,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/gk7320r57irq16nqfvgfswk9wjkn,,,,,,,,,
07-006-0008,2876,2845,2839,583,26,2230,49,26,705,1869,31,,155,,4,3022,2,175,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0008_09b42638c471ef8622caab58e12cf32c683560bc,https://elections2020by.s3.eu-north-1.amazonaws.com/531_eab948e7a6a6aa9aebf4,,,,,,,,
07-006-0009,2251,1473,1470,767,52,651,41,62,927,309,37,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/agdrjiedvxwn48on79a9nt39z1z1,,,,,,,,,
07-006-0012,2187,1458,1454,241,22,1191,18,14,799,602,15,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/pwe9167bidkaznt80ixv4qo2gkr9,,,,,,,Нет второй стороны,,
07-006-0013,899,606,603,341,21,241,18,25,376,45,17,,86,,36,944,4,334,https://elections2020by.s3.eu-north-1.amazonaws.com/536_d4f04ac1016499b54ec8,https://elections2020by.s3.eu-north-1.amazonaws.com/536_9b91f2b22ffd5ddd50c2,,,,,,Нет подписей и имен.,,
07-006-0014,2005,1341,1338,758,39,541,39,55,871,289,37,,10,,0,200,0,13,https://elections2020by.s3.eu-north-1.amazonaws.com/yo0axxvlza5sx3suoh9pqtugvsv4,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-005-0003_875f35e3c1fd15ebdc0d95390ab89de1cf17b19d,,,,,,ранее была отправлена первая страница данного протокола. тут мы ввели все данные и с первой и со второй страницы.,,
07-006-0015,1721,1168,1163,651,43,469,34,47,737,241,31,,12,,61,1809,2,639,https://elections2020by.s3.eu-north-1.amazonaws.com/royfiprq87dpwr7elo5n2agb459m,https://elections2020by.s3.eu-north-1.amazonaws.com/538_95dce371cfa85b81a9e6,,,,,,,,
07-006-0016,1573,1249,1247,198,38,1011,20,49,551,536,28,,31,,32,1654,3,402,https://elections2020by.s3.eu-north-1.amazonaws.com/gl2waw5ktf04tryy3ex1lkwwvytg,https://elections2020by.s3.eu-north-1.amazonaws.com/hptqo7wdbjv7ourxa1evmr3eso9c,,,,,,,,
07-006-0018,2339,1552,1548,882,29,637,41,65,977,315,39,,23,,88,2458,3,903,https://elections2020by.s3.eu-north-1.amazonaws.com/542_9eb87bb0cd792fa05c34,https://elections2020by.s3.eu-north-1.amazonaws.com/377b4u6gaflr0i9zz34gkbw9tgv1,,,,,,нет имен и подписей.,,
07-006-0020,1755,1145,1142,471,24,624,28,48,731,281,31,,7,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/2ah913tz94xh2vpd8wdfghy8v9b1,,,,,,,,,
07-006-0021,2012,1358,1358,487,24,847,35,49,778,486,37,,31,,2,2115,2,755,https://elections2020by.s3.eu-north-1.amazonaws.com/b2xbzmky7etl44sdh2ev2qjlusll,,,,,,,"Нет имен членов комиссии и вместо подписей слово ""подпись""",,
07-006-0022,1969,1336,1334,503,46,785,37,63,847,323,31,,9,,24,2069,3,730,https://elections2020by.s3.eu-north-1.amazonaws.com/scqgxtnfhvcttceo7u39hqdnkkb1,,,,,,,,,
07-006-0023,1590,1057,1053,209,43,801,28,45,474,431,26,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/62zet55ixullv9ejdycbki04mdj9,,,,,,,,,
07-006-0024,1971,1311,1308,745,47,516,37,58,831,275,35,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0024_140b23d14d790991c69085d5e33930c539b12c56,,,,,,,Только одна страница.,,
07-006-0025,2623,1782,1778,399,59,1320,40,14,1005,625,13,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0025_4bf3d8722b36da903f4508fbab1203aa2f3d8a5e,,,,,,,Нет второй страницы.,,
07-006-0026,1551,1041,1037,588,40,409,28,43,661,217,27,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/5iz3texov2z2cdsm20bfqnfwtr0b,,,,,,,,,
07-006-0027,1598,1072,1068,603,42,423,29,43,675,79,31,,12,,60,1607,3,588,https://elections2020by.s3.eu-north-1.amazonaws.com/k1zdul04p9ksg8kc6mkifzayqtvd,https://elections2020by.s3.eu-north-1.amazonaws.com/qifontjuy4olhw5bqok3128fa480,,,,,,,,
07-006-0028,1598,1072,1068,603,42,423,29,43,675,79,31,,148,,63,1680,2,606,https://elections2020by.s3.eu-north-1.amazonaws.com/mqq7leaf5pyiwnglk2owjzrfi9a3,https://elections2020by.s3.eu-north-1.amazonaws.com/xqjosfvjp71hlw7q6hhtu6m0cne8,,,,,,совмещено с 22140,,
07-006-0031,2069,1379,1377,782,61,534,33,59,882,277,34,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0031_56de48508af303e39d739bf778f0cc94e589eb2d,,,,,,,одна страница,,
07-006-0032,1965,1295,1292,743,49,500,35,52,823,93,33,,181,,75,2065,3,767,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0032_a0202af3398a8c9e9f57e19209c779f0e51e134c,https://elections2020by.s3.eu-north-1.amazonaws.com/95x6u3c80hxid8ejhici4jiprxe0,https://elections2020by.s3.eu-north-1.amazonaws.com/fhuica92lshybbfmjqzi7am15yk1,,,,,,,
07-006-0033,2010,1336,1333,764,48,521,35,57,849,268,33,,19,,72,2113,2,775,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0033_00878bdabbdd993c1ebb86d17992646f42ab64dd,https://elections2020by.s3.eu-north-1.amazonaws.com/q19foug5ay63ujd7jspi6nzd7nre,,,,,,,,
07-006-0034,1663,1107,1104,630,46,428,27,45,702,231,29,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0034_e261f9e3b4d1311729712db501e8d06fc57226f4,,,,,,,нет второй страницы.,,
07-006-0035,2157,1738,1726,811,62,863,39,61,916,705,37,,202,,22,2262,3,826,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0035_5e4a8adc556bafd239c3243dd2fe2b203a59ce1d,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0035_5e4a8adc556bafd239c3243dd2fe2b203a59ce1d,,,,,,,,
07-006-0036,2021,1345,1342,762,57,523,35,59,857,99,35,,197,,60,2124,2,777,https://elections2020by.s3.eu-north-1.amazonaws.com/ggmkakv33khiwx0omtqb0bu61b5f,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0036_6c7c21bd9680d194f131d29342036780efd7b260,,,,,,,,
07-006-0037,2077,1195,1193,228,31,936,33,17,207,848,18,,71,,4,2183,,808,https://elections2020by.s3.eu-north-1.amazonaws.com/i8z1byeofq2ka78iei2gf1sgc7fv,,,,,,,,,
07-006-0038,2493,1649,1647,903,24,1320,44,77,769,619,29,,4,,98,2620,1,971,https://elections2020by.s3.eu-north-1.amazonaws.com/561_cfb1e2ef7ad2c4b78e93,https://elections2020by.s3.eu-north-1.amazonaws.com/561_7aebcfb78bd57cc9ea7f,,,,,,нет подписей и имен.,,
07-006-0041,994,937,937,517,,420,27,46,435,233,28,,73,,35,,4,103,https://elections2020by.s3.eu-north-1.amazonaws.com/gr6iq1cghokil2s6wx3ioe9n0q06,https://elections2020by.s3.eu-north-1.amazonaws.com/ij62dxjdb88fjo1n1rrq9q9vdm6y,,,,,,,,
07-006-0042,1732,1166,1162,656,0,506,25,47,745,244,34,,4,,63,1821,2,653,https://elections2020by.s3.eu-north-1.amazonaws.com/565_229b79cd05514bb66040,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/565_34062b4ad31b13b4ed48,,,,,
07-006-0043,2671,1978,1975,1011,7,157,29,27,683,1051,36,,142,,7,2807,3,826,https://elections2020by.s3.eu-north-1.amazonaws.com/pz0myhkndd8sbs7b76tqjy2tvnjf,,,,,,,,,
07-006-0044,1878,1249,1247,758,54,435,33,54,892,597,57,,171,,63,1972,1,722,https://elections2020by.s3.eu-north-1.amazonaws.com/iw1fl0n9up9grl9me58lz7zilzor,,,,,,,"Фотография нечеткая, результаты видны плохо",,
07-006-0046,1004,672,669,405,14,250,18,27,428,50,16,,96,,34,1054,2,380,https://elections2020by.s3.eu-north-1.amazonaws.com/m6aynrd7su20bqc9ex6fwjkpie91,,,,,,,Нет подписей,,
07-006-0047,1861,1639,1628,737,43,852,31,56,780,769,31,,181,,52,1956,4,415,https://elections2020by.s3.eu-north-1.amazonaws.com/ntib9ff0asf1pktcb4ryfl9gs6lm,https://elections2020by.s3.eu-north-1.amazonaws.com/rmujcrtfla8skkvft6c7tgcd8hlb,,,,,,,,
07-006-0048,2550,2500,2499,563,5,1537,43,71,1276,520,36,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/m8immf7xmhctc49a03ltktcpxgl9,,,,,,,одна страница,,
07-006-0049,1567,1395,1395,636,10,749,16,20,564,559,21,,85,,7,1645,7,250,https://elections2020by.s3.eu-north-1.amazonaws.com/9f6f7v3sajsulsebbs5593mtrfr3,https://elections2020by.s3.eu-north-1.amazonaws.com/il3ly3k5y2cc3xchky720oerq7ca,,,,,,одна страница,,
07-006-0052,2211,1468,1465,884,12,569,39,71,961,115,35,,202,,42,2324,2,854,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0052_adcad1932716fc8ac6f0ac191818e169e6ca278c,https://elections2020by.s3.eu-north-1.amazonaws.com/report_07-006-0052_f86cdf9766adf5868488054d6b7a751ec60f6c76,,,,,,,,
07-006-0054,2541,1826,1824,1012,5,809,46,79,1159,41,39,,246,,214,2670,3,841,https://elections2020by.s3.eu-north-1.amazonaws.com/c8l2fbilmx1cugt6smbol9ctd9bt,https://drive.google.com/file/d/1K8FE36RAwoIrcl8BuRnqb_vBfVuJ27IJ/view,,,,,,,,
07-006-0055,2274,1959,1956,1515,2,439,28,34,1449,59,14,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/578_c6ff08912721b569e2bf,,,,,,,нет второй страницы.,,
07-006-0056,2879,1936,1933,1089,2,842,51,93,1241,401,44,,3,,100,3025,4,1085,https://elections2020by.s3.eu-north-1.amazonaws.com/579_252de8e570c9bc8ae4ff,https://elections2020by.s3.eu-north-1.amazonaws.com/579_f2d7b6f2f43342797cdf,,,,,,,,
07-006-0057,2825,2177,2175,957,18,1200,65,52,1544,93,21,,,,,,3,788,https://elections2020by.s3.eu-north-1.amazonaws.com/60vuvgnfxvemkpy7dn4e59jdb1ed,https://elections2020by.s3.eu-north-1.amazonaws.com/qgkxxcm0del7m30qjkm39ouwswfz,,,,,,одна страница,,
07-006-0059,1991,1719,1716,520,26,1196,19,20,886,683,18,,64,,26,1851,3,132,https://elections2020by.s3.eu-north-1.amazonaws.com/d8flfd535xf9zeqbzk3v04mzp1pt,,,,,,,нет подписей и первой страницы.,,
07-006-0060,2319,1562,1559,822,61,676,36,70,1018,417,38,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/88hwmqwg9osgfzlx8itab14fh7vk,,,,,,,одна страница,,
07-006-0062,2105,1426,1422,801,62,559,39,58,938,101,37,,206,,43,2212,1,785,https://elections2020by.s3.eu-north-1.amazonaws.com/585_41a95b780db8f02ccebd,https://elections2020by.s3.eu-north-1.amazonaws.com/585_1a2822c78f954a0bff4e,,,,,,,,
07-006-0063,1906,1478,1476,765,16,695,21,40,770,568,32,,4,,4,2003,3,522,https://elections2020by.s3.eu-north-1.amazonaws.com/586_4f688e1b7f85d7e53a9c,https://elections2020by.s3.eu-north-1.amazonaws.com/586_11f58c6947fac269353f,,,,,,,,
07-006-0064,2066,1491,1388,793,57,538,41,59,535,475,36,,201,,41,2171,3,677,https://elections2020by.s3.eu-north-1.amazonaws.com/587_8496679d3e77da1f0bdd,https://elections2020by.s3.eu-north-1.amazonaws.com/587_504d499e8c9dcaf658ff,,,,,,одна страница,,
07-006-0065,2078,1395,1394,834,58,502,39,59,883,291,36,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/xf6bgva0kgrriz15befazyvefzzr,https://elections2020by.s3.eu-north-1.amazonaws.com/0kmy2fmc999ioopp79zavksrglcu,,,,,,,,
07-006-0066,2401,1609,1607,975,48,584,45,71,1014,337,43,,14,,83,2523,2,912,https://elections2020by.s3.eu-north-1.amazonaws.com/lhyk9ojkfctwqmpthc7gntq5rab1,https://elections2020by.s3.eu-north-1.amazonaws.com/hy9ty5qrgticqqre2hv086pl88ns,,,,,,,,
